genome_ID,BGC product,BiGSCAPE clan,BiGSCAPE family,BGC type
R04__metabat2_high_PE.001.contigs,NRPS,1150,1150,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,873,873,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,1737,1737,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,492,492,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,1376,1376,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,493,493,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,1482,1482,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,968,968,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,1303,1303,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,1842,1842,NRPS
R04__metabat2_high_PE.002.contigs,NRPS-like,1007,1007,NRPS
R04__metabat2_high_PE.002.contigs,NRPS,659,659,NRPS
R04__metabat2_high_PE.003.contigs,NRPS,70,70,NRPS
R04__metabat2_high_PE.003.contigs,NRPS,1402,1402,NRPS
R04__metabat2_high_PE.003.contigs,NRPS,1569,1569,NRPS
R04__metabat2_high_PE.020.contigs,sactipeptide,2,1787,RiPPs
R04__metabat2_low_PE.020.contigs,arylpolyene,1329,1329,Others
R04__metabat2_low_PE.020.contigs,arylpolyene,544,544,Others
R04__metabat2_low_PE.020.contigs,arylpolyene,358,358,Others
R04__metabat2_low_PE.034.contigs,TfuA-related,605,605,Others
R04__metabat2_low_PE.037.contigs,arylpolyene,794,794,Others
R04__metabat2_low_PE.037.contigs,NRPS-like,235,235,NRPS
R04__metabat2_low_PE.037.contigs,NRPS,1778,1778,NRPS
R04__metabat2_low_PE.037.contigs,betalactone,1317,1317,Others
R04__metabat2_low_PE.037.contigs,NRPS,162,162,NRPS
R04__metabat2_low_PE.037.contigs,NRPS,1783,1783,NRPS
R04__metabat2_low_PE.037.contigs,NRPS,1585,1585,NRPS
R04__metabat2_low_PE.037.contigs,NRPS,1261,1261,NRPS
R04__metabat2_low_PE.044.contigs,NRPS,409,409,NRPS
R04__metabat2_low_PE.044.contigs,NRPS,258,258,NRPS
R04__metabat2_low_PE.044.contigs,betalactone,921,921,Others
R04__metabat2_low_PE.044.contigs,NRPS,759,759,NRPS
R04__metabat2_low_PE.044.contigs,NRPS,908,908,NRPS
R04__metabat2_low_PE.045.contigs,NRPS-like,5,5,NRPS
R04__metabat2_low_PE.054.contigs,sactipeptide,2,250,RiPPs
R05__maxbin2_low_prob.006.contigs,NRPS,887,887,NRPS
R05__maxbin2_low_prob.006.contigs,NRPS,485,485,NRPS
R05__maxbin2_low_prob.006.contigs,NRPS-like,539,539,NRPS
R05__maxbin2_low_prob.008.contigs,NRPS,516,516,NRPS
R05__maxbin2_low_prob.008.contigs,NRPS,1121,1121,NRPS
R05__maxbin2_low_prob.008.contigs,NRPS-like,521,521,NRPS
R05__metabat2_high_PE.046.contigs,NRPS,836,836,NRPS
R05__metabat2_high_PE.046.contigs,NRPS-like,1786,1786,NRPS
R05__metabat2_high_PE.046.contigs,NRPS,928,928,NRPS
R05__metabat2_high_PE.046.contigs,NRPS,320,320,NRPS
R05__metabat2_high_PE.046.contigs,NRPS-like,786,786,NRPS
R05__metabat2_low_PE.006.contigs,sactipeptide,2,907,RiPPs
R05__metabat2_low_PE.011.contigs,NRPS,1909,1909,NRPS
R05__metabat2_low_PE.011.contigs,sactipeptide,2,1084,RiPPs
R05__metabat2_low_PE.015.contigs,NRPS,689,689,NRPS
R05__metabat2_low_PE.025.contigs,arylpolyene,386,386,Others
R05__metabat2_low_PE.025.contigs,NRPS-like,1628,1628,NRPS
R05__metabat2_low_PE.025.contigs,NRPS,84,84,NRPS
R05__metabat2_low_PE.025.contigs,NRPS,670,670,NRPS
R05__metabat2_low_PE.025.contigs,NRPS-like,521,521,NRPS
R05__metabat2_low_PE.025.contigs,arylpolyene,90,90,Others
R05__metabat2_low_PE.025.contigs,arylpolyene,1298,1298,Others
R05__metabat2_low_PE.032.contigs,sactipeptide,2,1276,RiPPs
R06__maxbin2_low_prob.015.contigs,NRPS,1468,1468,NRPS
R06__maxbin2_low_prob.015.contigs,NRPS-like,1707,1707,NRPS
R06__maxbin2_low_prob.024.contigs,betalactone,1748,1748,Others
R06__maxbin2_low_prob.024.contigs,NRPS,1813,1813,NRPS
R06__maxbin2_low_prob.024.contigs,NRPS,1254,1254,NRPS
R06__maxbin2_low_prob.024.contigs,sactipeptide,2,1084,RiPPs
R06__maxbin2_low_prob.058.contigs,NRPS,1070,1070,NRPS
R06__maxbin2_low_prob.058.contigs,NRPS,389,389,NRPS
R06__maxbin2_low_prob.058.contigs,sactipeptide,2,429,RiPPs
R06__metabat2_high_PE.044.contigs,NRPS,1410,1410,NRPS
R06__metabat2_low_PE.001.contigs,arylpolyene,1288,1288,Others
R06__metabat2_low_PE.001.contigs,NRPS,1869,1869,NRPS
R06__metabat2_low_PE.001.contigs,arylpolyene,1863,1863,Others
R06__metabat2_low_PE.001.contigs,NRPS,233,233,NRPS
R06__metabat2_low_PE.002.contigs,NRPS-like,1262,1262,NRPS
R06__metabat2_low_PE.002.contigs,betalactone,1449,1449,Others
R06__metabat2_low_PE.002.contigs,NRPS,1701,1701,NRPS
R06__metabat2_low_PE.028.contigs,NRPS,738,738,NRPS
R06__metabat2_low_PE.028.contigs,NRPS,1184,1184,NRPS
R06__metabat2_low_PE.028.contigs,betalactone,905,905,Others
R06__metabat2_low_PE.028.contigs,NRPS,228,228,NRPS
R06__metabat2_low_PE.030.contigs,betalactone,673,673,Others
R06__metabat2_low_PE.030.contigs,arylpolyene,941,941,Others
R06__metabat2_low_PE.030.contigs,NRPS,1900,1900,NRPS
R06__metabat2_low_PE.030.contigs,NRPS-like,57,57,NRPS
R06__metabat2_low_PE.030.contigs,NRPS,531,531,NRPS
R06__metabat2_low_PE.030.contigs,NRPS-like,294,294,NRPS
R06__metabat2_low_PE.030.contigs,NRPS,147,147,NRPS
R06__metabat2_low_PE.045.contigs,NRPS,940,940,NRPS
R06__metabat2_low_PE.050.contigs,betalactone,1671,1671,Others
R06__metabat2_low_PE.050.contigs,lassopeptide,2,1293,RiPPs
R07__maxbin2_high_prob.008.contigs,sactipeptide,2,64,RiPPs
R07__maxbin2_high_prob.008.contigs,bacteriocin,2,958,RiPPs
R07__maxbin2_high_prob.008.contigs,betalactone,201,201,Others
R07__maxbin2_low_prob.009.contigs,sactipeptide,2,1627,RiPPs
R07__metabat2_high_PE.033.contigs,NRPS,287,287,NRPS
R07__metabat2_low_PE.045.contigs,proteusin,2,514,RiPPs
R07__metabat2_low_PE.045.contigs,NRPS,633,633,NRPS
R07__metabat2_low_PE.045.contigs,bacteriocin,2,1792,RiPPs
R07__metabat2_low_PE.052.contigs,betalactone,1309,1309,Others
R07__metabat2_low_PE.052.contigs,NRPS,751,751,NRPS
R07__metabat2_low_PE.052.contigs,NRPS,520,520,NRPS
R07__metabat2_low_PE.052.contigs,bacteriocin,2,584,RiPPs
R07__metabat2_low_PE.052.contigs,NRPS,640,640,NRPS
R07__metabat2_low_PE.052.contigs,bacteriocin,2,390,RiPPs
R08__metabat2_low_PE.008.contigs,betalactone,119,119,Others
R08__metabat2_low_PE.008.contigs,NRPS,904,904,NRPS
R11__maxbin2_low_prob.023.contigs,sactipeptide,2,862,RiPPs
R11__maxbin2_low_prob.023.contigs,thiopeptide,2,760,RiPPs
R11__maxbin2_low_prob.023.contigs,NRPS,420,420,NRPS
R11__maxbin2_low_prob.032.contigs,betalactone,1380,1380,Others
R11__maxbin2_low_prob.032.contigs,NRPS,756,756,NRPS
R11__maxbin2_low_prob.055.contigs,NRPS,1871,1871,NRPS
R11__maxbin2_low_prob.055.contigs,NRPS-like,1855,1855,NRPS
R11__metabat2_high_PE.001.contigs,NRPS-like,715,715,NRPS
R11__metabat2_high_PE.001.contigs,NRPS,1249,1249,NRPS
R11__metabat2_high_PE.001.contigs,NRPS,1616,1616,NRPS
R11__metabat2_high_PE.001.contigs,ectoine,1211,1211,Others
R11__metabat2_high_PE.009.contigs,thiopeptide,2,1292,RiPPs
R11__metabat2_high_PE.009.contigs,NRPS,1675,1675,NRPS
R11__metabat2_high_PE.032.contigs,betalactone,1024,1024,Others
R11__metabat2_high_PE.032.contigs,NRPS,779,779,NRPS
R11__metabat2_high_PE.032.contigs,NRPS,247,247,NRPS
R11__metabat2_high_PE.049.contigs,sactipeptide,2,716,RiPPs
R11__metabat2_high_PE.057.contigs,NRPS,105,105,NRPS
R11__metabat2_high_PE.057.contigs,NRPS,473,473,NRPS
R11__metabat2_high_PE.057.contigs,bacteriocin,2,488,RiPPs
R11__metabat2_high_PE.057.contigs,NRPS,276,276,NRPS
R11__metabat2_low_PE.003.contigs,bacteriocin,2,1799,RiPPs
R11__metabat2_low_PE.003.contigs,bacteriocin,2,1692,RiPPs
R11__metabat2_low_PE.003.contigs,NRPS,961,961,NRPS
R11__metabat2_low_PE.003.contigs,bacteriocin,2,368,RiPPs
R11__metabat2_low_PE.003.contigs,bacteriocin,2,377,RiPPs
R11__metabat2_low_PE.003.contigs,bacteriocin,2,1407,RiPPs
R11__metabat2_low_PE.006.contigs,betalactone,1819,1819,NRPS
R11__metabat2_low_PE.006.contigs,NRPS,1819,1819,NRPS
R11__metabat2_low_PE.006.contigs,NRPS,125,125,NRPS
R11__metabat2_low_PE.006.contigs,betalactone,1089,1089,Others
R11__metabat2_low_PE.006.contigs,sactipeptide,2,789,RiPPs
R11__metabat2_low_PE.006.contigs,NRPS,189,189,NRPS
R11__metabat2_low_PE.006.contigs,NRPS,1071,1071,NRPS
R11__metabat2_low_PE.020.contigs,betalactone,828,828,Others
R11__metabat2_low_PE.020.contigs,NRPS,1330,1330,NRPS
R11__metabat2_low_PE.023.contigs,arylpolyene,645,645,Others
R11__metabat2_low_PE.023.contigs,arylpolyene,199,199,Others
R11__metabat2_low_PE.023.contigs,NRPS-like,625,625,NRPS
R11__metabat2_low_PE.030.contigs,sactipeptide,2,513,RiPPs
R11__metabat2_low_PE.037.contigs,NRPS,382,382,NRPS
R11__metabat2_low_PE.037.contigs,betalactone,1363,1363,Others
R11__metabat2_low_PE.037.contigs,NRPS,1435,1435,NRPS
R11__metabat2_low_PE.045.contigs,bacteriocin,2,215,RiPPs
R11__metabat2_low_PE.045.contigs,NRPS-like,419,419,NRPS
R11__metabat2_low_PE.045.contigs,sactipeptide,419,419,NRPS
R11__metabat2_low_PE.045.contigs,NRPS,1421,1421,NRPS
R11__metabat2_low_PE.045.contigs,NRPS,854,854,NRPS
R11__metabat2_low_PE.064.contigs,NRPS,933,933,NRPS
R12__metabat2_high_PE.039.contigs,NRPS-like,1521,1521,NRPS
R12__metabat2_high_PE.039.contigs,arylpolyene,1208,1208,Others
R12__metabat2_high_PE.039.contigs,NRPS-like,1393,1393,NRPS
R12__metabat2_high_PE.039.contigs,arylpolyene,877,877,Others
R12__metabat2_low_PE.015.contigs,arylpolyene,1932,1932,Others
R12__metabat2_low_PE.015.contigs,arylpolyene,1366,1366,Others
R12__metabat2_low_PE.028.contigs,arylpolyene,295,295,Others
R14__maxbin2_high_prob.015.contigs,arylpolyene,1656,1656,Others
R14__maxbin2_high_prob.015.contigs,bacteriocin,2,1860,RiPPs
R14__maxbin2_high_prob.015.contigs,NRPS,1429,1429,NRPS
R14__maxbin2_high_prob.015.contigs,terpene,1712,1712,Terpene
R14__maxbin2_high_prob.015.contigs,NRPS,1095,1095,NRPS
R14__maxbin2_high_prob.015.contigs,NRPS,1696,1696,NRPS
R14__maxbin2_low_prob.013.contigs,NRPS,643,643,NRPS
R14__maxbin2_low_prob.027.contigs,sactipeptide,2,1335,RiPPs
R14__maxbin2_low_prob.027.contigs,NRPS,993,993,NRPS
R14__maxbin2_low_prob.027.contigs,NRPS-like,860,860,NRPS
R14__maxbin2_low_prob.027.contigs,NRPS,774,774,NRPS
R14__metabat2_high_PE.004.contigs,arylpolyene,416,416,Others
R14__metabat2_high_PE.004.contigs,arylpolyene,1319,1319,Others
R14__metabat2_high_PE.015.contigs,bacteriocin,2,998,RiPPs
R14__metabat2_high_PE.015.contigs,sactipeptide,2,1131,RiPPs
R14__metabat2_high_PE.017.contigs,NRPS-like,1224,1224,NRPS
R14__metabat2_high_PE.017.contigs,betalactone,775,775,Others
R14__metabat2_high_PE.017.contigs,NRPS,151,151,NRPS
R14__metabat2_high_PE.017.contigs,arylpolyene,604,604,Others
R14__metabat2_high_PE.026.contigs,sactipeptide,2,312,RiPPs
R14__metabat2_high_PE.030.contigs,NRPS,117,117,NRPS
R14__metabat2_high_PE.030.contigs,NRPS,1695,1695,NRPS
R14__metabat2_high_PE.030.contigs,NRPS,1533,1533,NRPS
R14__metabat2_high_PE.030.contigs,sactipeptide,2,292,RiPPs
R14__metabat2_high_PE.030.contigs,NRPS,865,865,NRPS
R14__metabat2_high_PE.030.contigs,NRPS,268,268,NRPS
R14__metabat2_high_PE.030.contigs,NRPS,937,937,NRPS
R14__metabat2_high_PE.034.contigs,NRPS,600,600,NRPS
R14__metabat2_high_PE.034.contigs,sactipeptide,2,1238,RiPPs
R14__metabat2_high_PE.037.contigs,arylpolyene,1485,1485,Others
R14__metabat2_high_PE.037.contigs,arylpolyene,1130,1130,Others
R14__metabat2_high_PE.037.contigs,arylpolyene,1635,1635,Others
R14__metabat2_high_PE.037.contigs,arylpolyene,1823,1823,Others
R14__metabat2_high_PE.043.contigs,sactipeptide,2,951,RiPPs
R14__metabat2_high_PE.043.contigs,betalactone,1107,1107,Others
R14__metabat2_high_PE.051.contigs,NRPS,595,595,NRPS
R14__metabat2_high_PE.051.contigs,betalactone,472,472,Others
R14__metabat2_high_PE.051.contigs,NRPS,1784,1784,NRPS
R14__metabat2_low_PE.014.contigs,T1PKS,150,150,PKSI
R14__metabat2_low_PE.014.contigs,terpene,1828,1828,Terpene
R14__metabat2_low_PE.022.contigs,NRPS,631,631,NRPS
R14__metabat2_low_PE.025.contigs,NRPS,1367,1367,NRPS
R14__metabat2_low_PE.025.contigs,betalactone,299,299,Others
R14__metabat2_low_PE.037.contigs,arylpolyene,833,833,Others
R14__metabat2_low_PE.047.contigs,bacteriocin,2,532,RiPPs
R14__metabat2_low_PE.047.contigs,bacteriocin,2,1180,RiPPs
R15__maxbin2_low_prob.015.contigs,betalactone,1008,1008,Others
R15__maxbin2_low_prob.015.contigs,NRPS,1548,1548,NRPS
R15__metabat2_high_PE.002.contigs,NRPS,430,430,NRPS
R15__metabat2_high_PE.004.contigs,NRPS,587,587,NRPS
R15__metabat2_high_PE.004.contigs,NRPS,257,257,NRPS
R15__metabat2_high_PE.004.contigs,betalactone,1317,1317,Others
R15__metabat2_high_PE.015.contigs,NRPS-like,1230,1230,NRPS
R15__metabat2_high_PE.015.contigs,betalactone,1253,1253,Others
R15__metabat2_high_PE.015.contigs,NRPS,200,200,NRPS
R15__metabat2_high_PE.015.contigs,NRPS,1559,1559,NRPS
R15__metabat2_high_PE.044.contigs,NRPS,21,21,NRPS
R15__metabat2_high_PE.044.contigs,NRPS,85,85,NRPS
R15__metabat2_high_PE.047.contigs,sactipeptide,2,701,RiPPs
R15__metabat2_high_PE.047.contigs,NRPS,1800,1800,NRPS
R15__metabat2_low_PE.010.contigs,betalactone,1228,1228,Others
R15__metabat2_low_PE.010.contigs,NRPS,1891,1891,NRPS
R15__metabat2_low_PE.010.contigs,NRPS-like,423,423,NRPS
R15__metabat2_low_PE.011.contigs,bacteriocin,1832,1832,NRPS
R15__metabat2_low_PE.011.contigs,NRPS,1832,1832,NRPS
R15__metabat2_low_PE.011.contigs,NRPS,1494,1494,NRPS
R15__metabat2_low_PE.011.contigs,bacteriocin,2,550,RiPPs
R15__metabat2_low_PE.011.contigs,NRPS,1251,1251,NRPS
R15__metabat2_low_PE.011.contigs,NRPS,1812,1812,NRPS
R15__metabat2_low_PE.011.contigs,bacteriocin,2,310,RiPPs
R15__metabat2_low_PE.011.contigs,NRPS,549,549,NRPS
R15__metabat2_low_PE.011.contigs,bacteriocin,2,262,RiPPs
R15__metabat2_low_PE.040.contigs,betalactone,71,71,Others
R15__metabat2_low_PE.040.contigs,NRPS,866,866,NRPS
R15__metabat2_low_PE.040.contigs,NRPS,9,9,NRPS
R15__metabat2_low_PE.040.contigs,NRPS,686,686,NRPS
R15__metabat2_low_PE.045.contigs,NRPS-like,1678,1678,NRPS
R15__metabat2_low_PE.045.contigs,bacteriocin,2,825,RiPPs
R15__metabat2_low_PE.045.contigs,NRPS,1169,1169,NRPS
R15__metabat2_low_PE.045.contigs,NRPS,1499,1499,NRPS
R15__metabat2_low_PE.046.contigs,NRPS-like,385,385,NRPS
R15__metabat2_low_PE.046.contigs,NRPS,1920,1920,NRPS
R15__metabat2_low_PE.046.contigs,NRPS,938,938,NRPS
R15__metabat2_low_PE.046.contigs,bacteriocin,2,1492,RiPPs
R15__metabat2_low_PE.054.contigs,TfuA-related,12,12,Others
R15__metabat2_low_PE.054.contigs,bacteriocin,2,259,RiPPs
R15__metabat2_low_PE.054.contigs,NRPS,778,778,NRPS
R15__metabat2_low_PE.054.contigs,NRPS-like,1665,1665,NRPS
R15__metabat2_low_PE.055.contigs,NRPS,172,172,NRPS
R15__metabat2_low_PE.055.contigs,betalactone,946,946,Others
R15__metabat2_low_PE.055.contigs,NRPS-like,1099,1099,NRPS
R16__maxbin2_low_prob.005.contigs,T3PKS,426,426,PKSother
R16__metabat2_high_PE.006.contigs,NRPS-like,1903,1903,NRPS
R16__metabat2_high_PE.006.contigs,arylpolyene,1068,1068,Others
R16__metabat2_high_PE.006.contigs,NRPS,1009,1009,NRPS
R16__metabat2_high_PE.017.contigs,betalactone,1811,1811,Others
R16__metabat2_high_PE.017.contigs,NRPS,703,703,NRPS
R16__metabat2_high_PE.024.contigs,arylpolyene,602,602,Others
R16__metabat2_high_PE.024.contigs,resorcinol,602,602,Others
R16__metabat2_high_PE.024.contigs,arylpolyene,1755,1755,Others
R16__metabat2_high_PE.024.contigs,NRPS-like,388,388,NRPS
R17__maxbin2_high_prob.003.contigs,bacteriocin,2,1835,RiPPs
R17__maxbin2_high_prob.003.contigs,bacteriocin,2,369,RiPPs
R17__maxbin2_high_prob.003.contigs,bacteriocin,2,510,RiPPs
R17__maxbin2_high_prob.029.contigs,sactipeptide,2,1239,RiPPs
R17__metabat2_high_PE.012.contigs,NRPS,148,148,NRPS
R17__metabat2_high_PE.014.contigs,NRPS,1320,1320,NRPS
R17__metabat2_high_PE.024.contigs,NRPS,1210,1210,NRPS
R17__metabat2_high_PE.024.contigs,NRPS,397,397,NRPS
R17__metabat2_high_PE.024.contigs,sactipeptide,2,1609,RiPPs
R17__metabat2_high_PE.024.contigs,bacteriocin,2,1481,RiPPs
R17__metabat2_high_PE.024.contigs,proteusin,2,1481,RiPPs
R17__metabat2_high_PE.026.contigs,arylpolyene,1587,1587,Others
R17__metabat2_high_PE.026.contigs,NRPS,1912,1912,NRPS
R17__metabat2_high_PE.026.contigs,LAP,2,1334,RiPPs
R17__metabat2_high_PE.026.contigs,NRPS,448,448,NRPS
R17__metabat2_high_PE.026.contigs,NRPS,120,120,NRPS
R17__metabat2_high_PE.026.contigs,NRPS,1553,1553,NRPS
R17__metabat2_low_PE.031.contigs,NRPS-like,466,466,NRPS
R17__metabat2_low_PE.031.contigs,sactipeptide,2,1541,RiPPs
R17__metabat2_low_PE.032.contigs,sactipeptide,2,827,RiPPs
R18__maxbin2_high_prob.008.contigs,NRPS,1674,1674,NRPS
R18__maxbin2_high_prob.008.contigs,betalactone,1811,1811,Others
R18__maxbin2_low_prob.051.contigs,NRPS,820,820,NRPS
R18__maxbin2_low_prob.051.contigs,NRPS,1035,1035,NRPS
R18__maxbin2_low_prob.051.contigs,NRPS-like,1545,1545,NRPS
R18__maxbin2_low_prob.051.contigs,NRPS,447,447,NRPS
R18__metabat2_high_PE.016.contigs,NRPS-like,175,175,NRPS
R18__metabat2_high_PE.016.contigs,betalactone,666,666,Others
R18__metabat2_high_PE.016.contigs,NRPS,1388,1388,NRPS
R18__metabat2_high_PE.016.contigs,NRPS-like,110,110,NRPS
R18__metabat2_high_PE.031.contigs,betalactone,441,441,Others
R18__metabat2_high_PE.031.contigs,NRPS,1843,1843,NRPS
R18__metabat2_high_PE.031.contigs,NRPS-like,754,754,NRPS
R18__metabat2_high_PE.031.contigs,NRPS-like,829,829,NRPS
R18__metabat2_high_PE.032.contigs,NRPS,878,878,NRPS
R18__metabat2_high_PE.032.contigs,arylpolyene,671,671,Others
R18__metabat2_high_PE.032.contigs,NRPS,1235,1235,NRPS
R18__metabat2_high_PE.032.contigs,NRPS,494,494,NRPS
R18__metabat2_low_PE.003.contigs,NRPS,205,205,NRPS
R18__metabat2_low_PE.003.contigs,NRPS,1328,1328,NRPS
R18__metabat2_low_PE.003.contigs,betalactone,634,634,Others
R18__metabat2_low_PE.003.contigs,NRPS,868,868,NRPS
R18__metabat2_low_PE.003.contigs,NRPS-like,764,764,NRPS
R18__metabat2_low_PE.003.contigs,NRPS,1087,1087,NRPS
R18__metabat2_low_PE.003.contigs,NRPS,711,711,NRPS
R18__metabat2_low_PE.004.contigs,betalactone,821,821,Others
R18__metabat2_low_PE.004.contigs,NRPS,1570,1570,NRPS
R18__metabat2_low_PE.011.contigs,NRPS,826,826,NRPS
R18__metabat2_low_PE.011.contigs,NRPS,1236,1236,NRPS
R18__metabat2_low_PE.019.contigs,NRPS,1855,1855,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1661,1661,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1938,1938,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1816,1816,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1420,1420,NRPS
R18__metabat2_low_PE.021.contigs,betalactone,229,229,Others
R18__metabat2_low_PE.021.contigs,NRPS,1515,1515,NRPS
R18__metabat2_low_PE.021.contigs,NRPS-like,749,749,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1793,1793,NRPS
R18__metabat2_low_PE.021.contigs,NRPS,1098,1098,NRPS
R18__metabat2_low_PE.027.contigs,NRPS,757,757,NRPS
R18__metabat2_low_PE.027.contigs,NRPS,869,869,NRPS
R18__metabat2_low_PE.027.contigs,betalactone,1008,1008,Others
R18__metabat2_low_PE.027.contigs,NRPS,1039,1039,NRPS
R18__metabat2_low_PE.027.contigs,NRPS,1883,1883,NRPS
R18__metabat2_low_PE.032.contigs,NRPS-like,1619,1619,NRPS
R18__metabat2_low_PE.032.contigs,LAP,2,1495,RiPPs
R18__metabat2_low_PE.032.contigs,NRPS,1637,1637,NRPS
R18__metabat2_low_PE.052.contigs,NRPS,67,67,NRPS
R18__metabat2_low_PE.054.contigs,arylpolyene,392,392,Others
R18__metabat2_low_PE.054.contigs,arylpolyene,959,959,Others
R18__metabat2_low_PE.056.contigs,TfuA-related,211,211,Others
R18__metabat2_low_PE.056.contigs,NRPS,1472,1472,NRPS
R18__metabat2_low_PE.056.contigs,NRPS,1281,1281,NRPS
R18__metabat2_low_PE.056.contigs,NRPS,1632,1632,NRPS
R18__metabat2_low_PE.056.contigs,bacteriocin,2,1047,RiPPs
R18__metabat2_low_PE.056.contigs,NRPS-like,1119,1119,NRPS
R18__metabat2_low_PE.056.contigs,NRPS,1392,1392,NRPS
R19__maxbin2_low_prob.025.contigs,TfuA-related,211,211,Others
R19__maxbin2_low_prob.025.contigs,thiopeptide,211,211,Others
R19__maxbin2_low_prob.025.contigs,bacteriocin,2,1047,RiPPs
R19__maxbin2_low_prob.025.contigs,bacteriocin,2,1047,RiPPs
R19__metabat2_high_PE.001.contigs,sactipeptide,2,1542,RiPPs
R19__metabat2_high_PE.014.contigs,NRPS,1620,1620,NRPS
R19__metabat2_high_PE.014.contigs,sactipeptide,2,507,RiPPs
R19__metabat2_high_PE.014.contigs,proteusin,2,1659,RiPPs
R19__metabat2_high_PE.014.contigs,NRPS,1764,1764,NRPS
R19__metabat2_high_PE.023.contigs,hglE-KS,109,109,PKSother
R19__metabat2_high_PE.023.contigs,NRPS,1508,1508,NRPS
R19__metabat2_low_PE.020.contigs,NRPS,435,435,NRPS
R19__metabat2_low_PE.020.contigs,betalactone,1332,1332,Others
R19__metabat2_low_PE.020.contigs,sactipeptide,2,1583,RiPPs
R19__metabat2_low_PE.030.contigs,sactipeptide,2,777,RiPPs
R19__metabat2_low_PE.030.contigs,NRPS,579,579,NRPS
R19__metabat2_low_PE.041.contigs,betalactone,1225,1225,Others
R19__metabat2_low_PE.041.contigs,NRPS,979,979,NRPS
R20__maxbin2_high_prob.036.contigs,arylpolyene,1863,1863,Others
R20__maxbin2_low_prob.004.contigs,NRPS-like,141,141,NRPS
R20__maxbin2_low_prob.004.contigs,NRPS,667,667,NRPS
R20__maxbin2_low_prob.004.contigs,sactipeptide,2,1246,RiPPs
R20__maxbin2_low_prob.004.contigs,bacteriocin,2,1887,RiPPs
R20__maxbin2_low_prob.004.contigs,NRPS,1518,1518,NRPS
R20__maxbin2_low_prob.019.contigs,NRPS,1291,1291,NRPS
R20__maxbin2_low_prob.019.contigs,NRPS,344,344,NRPS
R20__maxbin2_low_prob.019.contigs,NRPS,785,785,NRPS
R20__metabat2_high_PE.015.contigs,NRPS,1770,1770,NRPS
R20__metabat2_high_PE.044.contigs,terpene,1182,1182,Terpene
R20__metabat2_high_PE.044.contigs,terpene,792,792,Terpene
R20__metabat2_high_PE.044.contigs,hglE-KS,637,637,PKSother
R20__metabat2_high_PE.049.contigs,NRPS,596,596,NRPS
R20__metabat2_high_PE.056.contigs,arylpolyene,1436,1436,Others
R20__metabat2_high_PE.056.contigs,arylpolyene,580,580,Others
R20__metabat2_high_PE.056.contigs,NRPS,1509,1509,NRPS
R20__metabat2_high_PE.056.contigs,NRPS,1306,1306,NRPS
R20__metabat2_low_PE.019.contigs,sactipeptide,2,284,RiPPs
R20__metabat2_low_PE.030.contigs,NRPS-like,1354,1354,NRPS
R20__metabat2_low_PE.040.contigs,NRPS,1173,1173,NRPS
R20__metabat2_low_PE.040.contigs,betalactone,634,634,Others
R20__metabat2_low_PE.040.contigs,NRPS-like,1090,1090,NRPS
R20__metabat2_low_PE.040.contigs,NRPS,782,782,NRPS
R20__metabat2_low_PE.053.contigs,betalactone,1430,1430,Others
R20__metabat2_low_PE.053.contigs,NRPS,1248,1248,NRPS
R20__metabat2_low_PE.053.contigs,NRPS,1855,1855,NRPS
R21__maxbin2_high_prob.063.contigs,betalactone,221,221,Others
R21__maxbin2_high_prob.063.contigs,NRPS,800,800,NRPS
R21__maxbin2_high_prob.063.contigs,NRPS,1385,1385,NRPS
R21__maxbin2_low_prob.027.contigs,sactipeptide,2,153,RiPPs
R21__maxbin2_low_prob.048.contigs,sactipeptide,2,1676,RiPPs
R21__maxbin2_low_prob.048.contigs,bacteriocin,2,1083,RiPPs
R21__metabat2_high_PE.008.contigs,sactipeptide,2,745,RiPPs
R21__metabat2_high_PE.008.contigs,arylpolyene,13,13,Others
R21__metabat2_high_PE.008.contigs,NRPS-like,635,635,NRPS
R21__metabat2_high_PE.018.contigs,arylpolyene,1595,1595,Others
R21__metabat2_high_PE.030.contigs,NRPS-like,1638,1638,NRPS
R21__metabat2_high_PE.030.contigs,sactipeptide,2,1520,RiPPs
R21__metabat2_high_PE.030.contigs,arylpolyene,352,352,Others
R21__metabat2_high_PE.032.contigs,thiopeptide,2,1442,RiPPs
R21__metabat2_high_PE.032.contigs,NRPS,1333,1333,NRPS
R21__metabat2_high_PE.034.contigs,NRPS,1685,1685,NRPS
R21__metabat2_high_PE.034.contigs,NRPS-like,1685,1685,NRPS
R21__metabat2_high_PE.034.contigs,betalactone,920,920,Others
R21__metabat2_high_PE.066.contigs,betalactone,58,58,Others
